0.000000,-1.524102,-1.516702,-1.968673
0.000020,0.261626,0.277438,0.480431
0.000039,-0.182205,-0.198214,-0.234102
0.000059,0.200233,0.173369,0.191022
0.000078,-0.127735,-0.098918,-0.066734
0.000098,-0.018443,-0.003349,0.018502
0.000117,0.078268,0.079099,0.100138
0.000137,0.033003,0.033628,0.037147
0.000156,-0.051177,-0.046272,0.007388
0.000176,0.075899,0.079544,0.070154
0.000195,0.010906,0.020995,0.018070
0.000215,0.091283,0.085744,0.113638
0.000234,0.128221,0.107343,0.103884
0.000254,0.072360,0.062190,0.064805
0.000273,0.024407,0.025520,-0.009080
0.000293,0.054689,0.038826,0.091059
0.000313,-0.032903,-0.037207,-0.038426
0.000332,-0.014981,-0.033931,-0.026226
0.000352,0.019024,0.012287,0.035555
0.000371,-0.009002,-0.011175,0.013286
0.000391,0.024088,0.004753,-0.010962
0.000410,-0.003155,-0.023242,0.025660
0.000430,0.020576,0.011219,-0.005521
0.000449,0.036561,0.030217,0.060181
0.000469,-0.011267,-0.039801,-0.004346
0.000488,-0.016397,-0.033424,-0.001338
0.000508,0.012372,0.003327,0.036116
0.000527,-0.012652,0.006174,-0.005794
0.000547,0.049774,0.056989,0.045025
0.000566,0.046493,0.035611,0.045195
0.000586,0.011305,0.005204,0.018890
0.000605,0.052599,0.056511,0.048729
0.000625,-0.032290,-0.033255,-0.021560
0.000645,0.017896,0.017388,-0.003611
0.000664,-0.018474,-0.009515,-0.020170
0.000684,-0.019062,-0.005512,-0.002007
0.000703,-0.025943,-0.012934,0.004798
0.000723,-0.025011,-0.044965,-0.021062
0.000742,-0.006976,-0.001411,-0.011854
0.000762,-0.030061,-0.011184,-0.008440
0.000781,0.000757,-0.024996,-0.021323
0.000801,-0.025776,-0.003916,0.006341
0.000820,0.003505,-0.012645,0.001397
0.000840,0.017018,0.022609,0.027428
0.000859,0.006404,0.003219,0.021913
0.000879,0.013386,0.024019,0.000890
0.000898,0.023027,0.015174,0.005605
0.000918,0.038249,0.026532,0.022220
0.000937,-0.014032,0.024703,-0.004931
0.000957,-0.000021,-0.002468,-0.001237
0.000977,-0.014013,-0.030164,-0.031932
0.000996,-0.021403,-0.029923,-0.042710
0.001016,-0.042053,-0.031249,-0.002174
0.001035,-0.021310,-0.026680,-0.033720
0.001055,0.012768,0.013699,0.009999
0.001074,-0.020427,0.004222,-0.010290
0.001094,0.000748,-0.000211,-0.009187
0.001113,0.005630,-0.015948,0.000631
0.001133,-0.021792,-0.029465,-0.005754
0.001152,-0.009756,-0.016602,-0.002777
0.001172,0.016121,-0.010009,0.014331
0.001191,0.004954,0.001314,-0.000872
0.001211,0.013603,0.003414,0.041494
0.001230,0.010922,0.027819,0.009888
0.001250,0.028779,0.017137,0.051306
0.001270,0.010969,0.014808,0.008086
0.001289,0.018326,0.032977,0.010091
0.001309,-0.019979,-0.007628,0.001536
0.001328,-0.004406,-0.003643,-0.014339
0.001348,0.010504,0.003839,0.002085
0.001367,-0.015496,-0.010420,-0.007221
0.001387,-0.006230,0.001313,-0.007237
0.001406,0.004158,-0.001910,0.008733
0.001426,-0.005733,-0.002447,0.000213
0.001445,-0.022939,-0.013797,-0.018575
0.001465,-0.004662,0.000970,-0.002537
0.001484,-0.015950,0.003020,-0.035042
0.001504,-0.020016,-0.020259,-0.023738
0.001523,0.000746,0.002474,-0.025664
0.001543,-0.019405,-0.019215,-0.015539
0.001563,-0.002427,0.015692,-0.018456
0.001582,-0.005550,-0.015639,-0.014270
0.001602,0.019035,-0.013946,-0.012870
0.001621,0.008987,0.020391,-0.000614
0.001641,0.005027,0.003122,0.010757
0.001660,0.020679,0.004682,0.006936
0.001680,-0.014401,-0.014190,-0.037982
0.001699,-0.031797,-0.016131,-0.017995
0.001719,-0.001444,0.010956,0.001416
0.001738,0.008258,0.006496,0.002499
0.001758,0.002735,0.004050,0.005918
0.001777,0.038918,0.019948,0.009288
0.001797,-0.006092,0.006343,0.004602
0.001816,-0.006449,-0.014640,0.019162
0.001836,0.028299,0.025515,0.016125
0.001855,0.008105,0.021741,-0.012699
0.001875,0.000190,-0.003658,-0.017362
0.001895,0.014486,-0.010602,0.005879
0.001914,-0.002692,-0.006063,-0.011892
0.001934,-0.006704,0.001409,0.007932
0.001953,-0.000158,-0.024571,0.010865
0.001973,-0.007656,0.010817,0.013096
0.001992,0.016207,0.015500,0.003631
0.002012,-0.023282,-0.008894,-0.019944
0.002031,0.011074,0.014156,-0.006000
0.002051,0.022811,0.007149,0.014534
0.002070,0.000356,0.015752,0.006904
0.002090,0.021581,0.013203,0.022930
0.002109,0.033148,0.036275,0.025679
0.002129,0.024098,0.002494,0.013900
0.002148,0.030682,0.019459,-0.010777
